name,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
OtherInvestments,,,,,,4742000000,5054000000,5248000000,4334000000,3696000000,3406000000,3059000000,3142000000,2696000000,3014000000,2723000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonCurrentAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4982000000,5143000000,5432000000,5088000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonCurrentDeferredAssets,8261000000,7302000000,6693000000,7136000000,7002000000,5668000000,3341000000,2755000000,2694000000,2537000000,2383000000,2649000000,2360000000,2207000000,2099000000,1984000000,1935000000,1946000000,1924000000,1875000000,1848000000,1883000000,1855000000,1858000000,1952000000,1909000000,1812000000,1859000000,1805000000,1738000000,1794000000,1512000000,1450000000,1477000000,1544000000,1373000000,1383000000,1498000000,1554000000,,,,,,,,,,,,,5118000000,4032000000,4337000000,4986000000,4250000000,3614000000,3802000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonCurrentDeferredTaxesAssets,8261000000,7302000000,6693000000,7136000000,7002000000,5668000000,3341000000,2755000000,2694000000,2537000000,2383000000,2649000000,2360000000,2207000000,2099000000,1984000000,1935000000,1946000000,1924000000,1875000000,1848000000,1883000000,1855000000,1858000000,1952000000,1909000000,1812000000,1859000000,1805000000,1738000000,1794000000,1512000000,1450000000,1477000000,1544000000,1373000000,1383000000,1498000000,1554000000,,,,,,,,,,,,,5118000000,4032000000,4337000000,4986000000,4250000000,3614000000,3802000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherNonCurrentAssets,13028000000,12965000000,13163000000,10890000000,7659000000,7879000000,7679000000,6705000000,6056000000,4744000000,4569000000,4355000000,4327000000,4166000000,4450000000,4920000000,4388000000,4333000000,2799000000,2980000000,2896000000,2896000000,3227000000,3388000000,3466000000,3329000000,3323000000,4759000000,4618000000,4003000000,3499000000,3911000000,3635000000,3716000000,3513000000,3421000000,3574000000,3759000000,3596000000,,,,,5862000000,5806000000,5943000000,4979000000,5205000000,4761000000,4718000000,4170000000,,,,,,,,15600000000,12359000000,11360000000,10704000000,10805000000,9268000000,8596000000,7253000000,6030000000,7073000000,6882000000,6627000000,7019000000,7274000000,7672000000,7998000000,8598000000,9019000000,8688000000,9743000000,10091000000,11879000000,11698000000,9557000000,9663000000,8826000000,8110000000,8026000000,8566000000,6877000000,5749000000,5050000000,5107000000,5381000000,5397000000,3573000000,3277000000,2920000000,2972000000,2957000000,3143000000,3305000000,3060000000,3138000000,3085000000,2794000000,3102000000,2904000000,2925000000,2654000000,2081000000,1920000000,1861300000,2036200000,2155400000,2047700000,1911200000,1741900000,1833900000,1744100000,1734100000,1411900000,598400000,1588200000,1532000000,1504700000,1777600000,2005400000,2061800000,1922800000,1819800000,1892500000,2007600000,1500400000,1717700000,1574200000,1605900000,1468300000,1078100000,1255500000,915200000
TotalLiabilitiesNetMinorityInterest,120875000000,94381000000,101289000000,102459000000,107821000000,101156000000,104014000000,103221000000,99605000000,89953000000,90756000000,113488000000,113370000000,100998000000,104042000000,105050000000,96275000000,96263000000,95664000000,96174000000,94856000000,94071000000,100141000000,111041000000,109864000000,110038000000,111775000000,114829000000,107592000000,99582000000,102462000000,103743000000,93698000000,93053000000,97652000000,93057000000,95656000000,93740000000,95481000000,97167000000,100358000000,104571000000,104120000000,100488000000,102881000000,102006000000,105381000000,105602000000,106936000000,104423000000,106749000000,103347000000,104193000000,105031000000,122503000000,75044000000,76104000000,62491000000,53408000000,47758000000,49797000000,50990000000,50144000000,42420000000,42309000000,37995000000,43479000000,38873000000,43061000000,43350000000,51938000000,43536000000,46999000000,55403000000,55406000000,53846000000,53256000000,53241000000,51398000000,51527000000,53976000000,28085000000,26406000000,25923000000,23738000000,21642000000,20860000000,19910000000,19125000000,17398000000,17434000000,17316000000,17071000000,10037000000,11687000000,11453000000,10989000000,9980000000,9492000000,9532000000,8203000000,7766000000,7403000000,7900000000,8518000000,7861000000,7663000000,7998000000,7586000000,7238000000,7176100000,7493800000,8071400000,7777800000,6735800000,6209700000,6315100000,5765700000,5426100000,6019500000,5776300000,5236600000,4836600000,4626200000,4488300000,4370000000,4573900000,3906100000,3966000000,3605900000,3931300000,3486800000,3394000000,3188800000,3764900000,3336500000,3040200000,1748400000,1535600000
CurrentLiabilities,34647000000,36562000000,42138000000,44314000000,47410000000,39268000000,42671000000,41803000000,35664000000,26652000000,25920000000,34154000000,32723000000,33890000000,37304000000,36974000000,32030000000,29423000000,31858000000,29013000000,32156000000,27365000000,30427000000,28217000000,27182000000,24864000000,31115000000,34759000000,32099000000,28735000000,29399000000,27845000000,24143000000,20222000000,21631000000,19920000000,21938000000,24790000000,23366000000,20373000000,23450000000,27543000000,28619000000,29131000000,30798000000,27094000000,28069000000,27856000000,30471000000,29171000000,28609000000,24172000000,24681000000,25924000000,37225000000,23992000000,26109000000,23340000000,27009000000,21503000000,23193000000,21682000000,21835000000,14328000000,15136000000,13301000000,21389000000,17688000000,20055000000,19674000000,28448000000,20395000000,22566000000,28948000000,26458000000,25239000000,25158000000,24637000000,23657000000,21660000000,22157000000,18754000000,18555000000,18401000000,16317000000,14729000000,13640000000,13039000000,11984000000,10874000000,11981000000,12344000000,12218000000,7478000000,9185000000,9092000000,8810000000,7752000000,7192000000,7259000000,6138000000,5681000000,5305000000,5780000000,6422000000,5780000000,5640000000,6199000000,5848000000,5482000000,5187200000,5799400000,6102500000,5777300000,4825900000,4139000000,4286200000,3750200000,3443600000,4146100000,4096200000,3616400000,3217400000,3224000000,3158200000,3046100000,3420500000,3227900000,3261700000,2826500000,3116900000,2675300000,2578300000,2351800000,2911600000,2344300000,1956600000,1170600000,959700000
PayablesAndAccruedExpenses,11324000000,8092000000,10699000000,11583000000,11803000000,8683000000,9093000000,11385000000,8253000000,5465000000,7520000000,7683000000,7428000000,5122000000,7304000000,7826000000,7529000000,6005000000,7986000000,9041000000,8657000000,5493000000,7162000000,6392000000,5895000000,4183000000,6917000000,6455000000,5728000000,4045000000,5890000000,6200000000,5713000000,3668000000,5682000000,3865000000,5400000000,3398000000,5575000000,3090000000,4567000000,4442000000,7008000000,6492000000,8582000000,6774000000,6645000000,5980000000,7184000000,5709000000,8681000000,6680000000,7044000000,5854000000,18173000000,4645000000,5832000000,3681000000,3418000000,3401000000,3568000000,3531000000,4244000000,3926000000,3418000000,3716000000,3922000000,3275000000,3139000000,3396000000,3946000000,3445000000,3569000000,3901000000,4875000000,4443000000,4361000000,4829000000,5756000000,3537000000,3541000000,2321000000,2704000000,2555000000,2440000000,2506000000,2662000000,2642000000,2507000000,2346000000,1719000000,1417000000,1440000000,855000000,951000000,694000000,770000000,656000000,971000000,817000000,814000000,724000000,765000000,702000000,971000000,819000000,913000000,750000000,652000000,602000000,715300000,636000000,715100000,573200000,524900000,432900000,427100000,449000000,479100000,394600000,384300000,381300000,456400000,437400000,446100000,440200000,462900000,401300000,411000000,427400000,450300000,418000000,379000000,370900000,401400000,,,,
Payables,11324000000,8092000000,10699000000,11583000000,11803000000,8683000000,9093000000,11385000000,8253000000,5465000000,7520000000,7683000000,7428000000,5122000000,7304000000,7826000000,7529000000,6005000000,7986000000,9041000000,8657000000,5493000000,7162000000,6392000000,5895000000,4183000000,6917000000,6455000000,5728000000,4045000000,5890000000,6200000000,5713000000,3668000000,5682000000,3865000000,5400000000,3398000000,5575000000,3090000000,4567000000,4442000000,7008000000,4756000000,7089000000,5022000000,6645000000,5980000000,7184000000,5709000000,6573000000,4827000000,5255000000,3794000000,15931000000,2967000000,4283000000,2116000000,1751000000,1649000000,1928000000,1909000000,2270000000,2298000000,1845000000,2037000000,2019000000,1742000000,1740000000,1892000000,2226000000,1809000000,2100000000,2300000000,2672000000,2329000000,2480000000,2479000000,2601000000,1998000000,2121000000,1374000000,1620000000,1551000000,1524000000,1591000000,1579000000,1632000000,1542000000,1418000000,1719000000,1417000000,1440000000,855000000,951000000,694000000,770000000,656000000,971000000,817000000,814000000,724000000,765000000,702000000,971000000,819000000,913000000,750000000,652000000,602000000,715300000,636000000,715100000,573200000,524900000,432900000,427100000,449000000,479100000,394600000,384300000,381300000,456400000,437400000,446100000,440200000,462900000,401300000,411000000,427400000,450300000,418000000,379000000,370900000,401400000,,,,
AccountsPayable,6081000000,6123000000,6809000000,6267000000,6208000000,5506000000,5578000000,4698000000,4327000000,4064000000,4309000000,4141000000,3872000000,3972000000,4220000000,3942000000,4002000000,4156000000,4674000000,4297000000,4196000000,3879000000,4656000000,3480000000,3439000000,3393000000,4536000000,3476000000,3261000000,3125000000,3620000000,3294000000,2930000000,2724000000,3440000000,2973000000,2990000000,2546000000,3234000000,2287000000,1978000000,3279000000,4264000000,2967000000,3165000000,3091000000,3836000000,3765000000,3698000000,3750000000,4026000000,3206000000,3078000000,3028000000,4370000000,2481000000,2595000000,1573000000,1751000000,1649000000,1928000000,1909000000,2270000000,2298000000,1845000000,2037000000,2019000000,1742000000,1740000000,1892000000,2226000000,1809000000,2100000000,2300000000,2672000000,2329000000,2480000000,2479000000,2601000000,1998000000,2121000000,1374000000,1620000000,1551000000,1524000000,1591000000,1579000000,1632000000,1542000000,1418000000,1719000000,1417000000,1440000000,855000000,951000000,694000000,770000000,656000000,971000000,817000000,814000000,724000000,765000000,702000000,971000000,819000000,913000000,750000000,652000000,602000000,715300000,636000000,715100000,573200000,524900000,432900000,427100000,449000000,479100000,394600000,384300000,381300000,456400000,437400000,446100000,440200000,462900000,401300000,411000000,427400000,450300000,418000000,379000000,370900000,401400000,,,,
TotalTaxPayable,2928000000,1969000000,1587000000,3071000000,3350000000,3177000000,1266000000,4496000000,1742000000,1401000000,1049000000,1430000000,1445000000,1150000000,980000000,1892000000,1536000000,1849000000,1265000000,2781000000,2481000000,1614000000,477000000,1003000000,552000000,790000000,437000000,1158000000,647000000,920000000,418000000,1178000000,1057000000,944000000,531000000,892000000,760000000,851000000,678000000,802000000,904000000,1158000000,1010000000,1788000000,2098000000,1930000000,1013000000,2215000000,1849000000,1958000000,946000000,1620000000,727000000,765000000,10107000000,485000000,607000000,542000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeTaxPayable,2928000000,1969000000,1587000000,3071000000,3350000000,3177000000,1266000000,4496000000,1742000000,1401000000,1049000000,1430000000,1445000000,1150000000,980000000,1892000000,1536000000,1849000000,1265000000,2781000000,2481000000,1614000000,477000000,1003000000,552000000,790000000,437000000,1158000000,647000000,920000000,418000000,1178000000,1057000000,944000000,531000000,892000000,760000000,851000000,678000000,802000000,904000000,1158000000,1010000000,1788000000,2098000000,1930000000,1013000000,2215000000,1849000000,1958000000,946000000,1620000000,727000000,765000000,10107000000,485000000,607000000,542000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DividendsPayable,2315000000,0,2303000000,2245000000,2245000000,0,2249000000,2191000000,2184000000,0,2162000000,2112000000,2111000000,0,2104000000,1992000000,1991000000,0,2047000000,1963000000,1980000000,,2029000000,1909000000,1904000000,0,1944000000,1821000000,1820000000,0,1852000000,1728000000,1726000000,0,1711000000,0,1650000000,1000000,1663000000,1000000,1685000000,5000000,1734000000,1000000,1826000000,1000000,1796000000,0,1637000000,1000000,1601000000,1000000,1450000000,1000000,1454000000,1000000,1081000000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736000000,1493000000,1752000000,,,,,2108000000,1853000000,1789000000,2060000000,2242000000,1678000000,1549000000,1565000000,1667000000,1752000000,1640000000,1622000000,1974000000,1628000000,1573000000,1679000000,1903000000,1533000000,1399000000,1504000000,1720000000,1636000000,1469000000,1601000000,2203000000,2114000000,1881000000,2350000000,3155000000,1539000000,1420000000,947000000,1084000000,1004000000,916000000,915000000,1083000000,1010000000,965000000,928000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PensionandOtherPostRetirementBenefitPlansCurrent,1972000000,2277000000,3407000000,2852000000,1997000000,2249000000,3332000000,2571000000,2015000000,1985000000,3058000000,2425000000,2042000000,2246000000,2720000000,2369000000,1875000000,1797000000,2397000000,2096000000,1791000000,1911000000,2196000000,1932000000,1625000000,1858000000,2487000000,2048000000,1594000000,1725000000,2359000000,2155000000,1646000000,1679000000,1784000000,1841000000,1631000000,1758000000,1792000000,1750000000,1430000000,1684000000,2046000000,,,,2169000000,1999000000,1815000000,1849000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CurrentDebtAndCapitalLeaseObligation,3985000000,4189000000,2945000000,4024000000,5965000000,636000000,2241000000,3629000000,3888000000,4352000000,2703000000,13364000000,13083000000,16004000000,16190000000,16610000000,10506000000,9411000000,8836000000,14780000000,11587000000,9001000000,9940000000,9448000000,9514000000,7680000000,10688000000,13633000000,13724000000,11546000000,10160000000,9818000000,8394000000,6555000000,5141000000,5389000000,5561000000,9319000000,6027000000,4738000000,5214000000,8896000000,6424000000,7774000000,7703000000,5526000000,4018000000,5637000000,5988000000,6093000000,5623000000,5158000000,5509000000,7769000000,5469000000,6954000000,7645000000,7613000000,9320000000,9193000000,9448000000,8909000000,5825000000,2645000000,2432000000,2638000000,2434000000,2508000000,3779000000,5059000000,11589000000,6729000000,7261000000,13399000000,11266000000,10858000000,12204000000,10692000000,8818000000,9396000000,8214000000,9265000000,8669000000,10690000000,8366000000,7746000000,6265000000,6362000000,4638000000,3963000000,4289000000,5934000000,5544000000,3717000000,5001000000,5486000000,4938000000,4296000000,2729000000,3350000000,2583000000,2515000000,2255000000,2851000000,2978000000,2582000000,2235000000,3157000000,2545000000,2339000000,2035500000,3046400000,3059500000,3115100000,2220000000,1796800000,1836200000,1517800000,1178800000,2220100000,2160600000,1840100000,1252300000,1272500000,1055600000,1292100000,1691100000,1668100000,1558400000,1261400000,1499300000,1258300000,1089000000,990200000,1526300000,967700000,714900000,271300000,185900000
CurrentDebt,3985000000,4189000000,2945000000,4024000000,5965000000,636000000,2241000000,3629000000,3888000000,4352000000,2703000000,13364000000,13083000000,16004000000,16190000000,16610000000,10506000000,9411000000,8836000000,14780000000,11587000000,9001000000,9940000000,9448000000,9514000000,7680000000,10688000000,13633000000,13724000000,11546000000,10160000000,9818000000,8394000000,6555000000,5141000000,5389000000,5561000000,9319000000,6027000000,4738000000,5214000000,8896000000,6424000000,7774000000,7703000000,5526000000,4018000000,5637000000,5988000000,6093000000,5623000000,5158000000,5509000000,7769000000,5469000000,6954000000,7645000000,7613000000,9320000000,9193000000,9448000000,8909000000,5825000000,2645000000,2432000000,2638000000,2434000000,2508000000,3779000000,5059000000,11589000000,6729000000,7261000000,13399000000,11266000000,10858000000,12204000000,10692000000,8818000000,9396000000,8214000000,9265000000,8669000000,10690000000,8366000000,7746000000,6265000000,6362000000,4638000000,3963000000,4289000000,5934000000,5544000000,3717000000,5001000000,5486000000,4938000000,4296000000,2729000000,3350000000,2583000000,2515000000,2255000000,2851000000,2978000000,2582000000,2235000000,3157000000,2545000000,2339000000,2035500000,3046400000,3059500000,3115100000,2220000000,1796800000,1836200000,1517800000,1178800000,2220100000,2160600000,1840100000,1252300000,1272500000,1055600000,1292100000,1691100000,1668100000,1558400000,1261400000,1499300000,1258300000,1089000000,990200000,1526300000,967700000,714900000,271300000,185900000
CommercialPaper,,,,,,,0,100000000,100000000,416000000,556000000,10990000000,10660000000,14908000000,13915000000,12914000000,6705000000,3947000000,3100000000,5200000000,6800000000,4000000000,6100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherCurrentBorrowings,3985000000,4189000000,2945000000,4024000000,5965000000,636000000,2241000000,3529000000,3788000000,3936000000,2147000000,2374000000,2423000000,1096000000,2275000000,3696000000,3801000000,5464000000,5736000000,9580000000,4787000000,5001000000,3840000000,9448000000,9514000000,7680000000,10688000000,,,,10160000000,,,,5141000000,,,,6027000000,,,,6424000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CurrentDeferredLiabilities,1286000000,1750000000,2520000000,6191000000,3804000000,3108000000,3067000000,3529000000,4291000000,2052000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14794000000,,,,,,12334000000,12128000000,12301000000,13583000000,1816000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14794000000,,,,,,12334000000,12128000000,12301000000,13583000000,1816000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CurrentDeferredRevenue,1286000000,1750000000,2520000000,6191000000,3804000000,3108000000,3067000000,3529000000,4291000000,2052000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherCurrentLiabilities,16080000000,20254000000,22567000000,19664000000,23841000000,24592000000,24938000000,20689000000,17217000000,12798000000,12639000000,10682000000,10170000000,10518000000,11090000000,10169000000,12120000000,12210000000,12639000000,3096000000,10121000000,10960000000,11129000000,10445000000,10148000000,11143000000,11023000000,12623000000,11053000000,11419000000,10990000000,9672000000,8390000000,8320000000,9024000000,8825000000,9346000000,10315000000,9972000000,10795000000,12239000000,12521000000,13141000000,14865000000,14513000000,,15237000000,14240000000,15484000000,15520000000,14305000000,,,,,10577000000,12632000000,12046000000,14271000000,8909000000,10177000000,9242000000,11766000000,7757000000,9286000000,6947000000,15033000000,11905000000,13137000000,11219000000,12913000000,10221000000,11736000000,11648000000,10317000000,9938000000,8593000000,9116000000,9083000000,8727000000,10402000000,7168000000,7182000000,5156000000,5511000000,4477000000,4713000000,4035000000,4839000000,4565000000,5973000000,4993000000,5234000000,2906000000,3233000000,2912000000,3102000000,2800000000,3492000000,3092000000,2741000000,2442000000,2285000000,2227000000,2473000000,2379000000,2492000000,2292000000,2651000000,2541000000,2436400000,2117000000,2327900000,2089000000,2081000000,1909300000,2022900000,1783400000,1785700000,1531400000,1551300000,1395000000,1508700000,1514100000,1656500000,1313800000,1266500000,1158500000,1292300000,1137700000,1167300000,999000000,1110300000,990700000,983900000,1376600000,1241700000,899300000,773800000
TotalNonCurrentLiabilitiesNetMinorityInterest,86228000000,57819000000,59151000000,58145000000,60411000000,61888000000,61343000000,61418000000,63941000000,63301000000,64836000000,79334000000,80647000000,67108000000,66738000000,68076000000,64245000000,66840000000,63806000000,67161000000,62700000000,66706000000,69714000000,82824000000,82682000000,85174000000,80660000000,80070000000,75493000000,70847000000,73063000000,75898000000,69555000000,72831000000,76021000000,73137000000,73718000000,68950000000,72115000000,76794000000,76908000000,77028000000,75501000000,71357000000,72083000000,74912000000,77312000000,77746000000,76465000000,75252000000,78140000000,79175000000,79512000000,79107000000,85278000000,51052000000,49995000000,39151000000,26399000000,26255000000,26604000000,29308000000,28309000000,28092000000,27173000000,24694000000,22090000000,21185000000,23006000000,23676000000,23490000000,23141000000,24433000000,26455000000,28948000000,28607000000,28098000000,28604000000,27741000000,29867000000,31819000000,9331000000,7851000000,7522000000,7421000000,6913000000,7220000000,6871000000,7141000000,6524000000,5453000000,4972000000,4853000000,2559000000,2502000000,2361000000,2179000000,2228000000,2300000000,2273000000,2065000000,2085000000,2098000000,2120000000,2096000000,2081000000,2023000000,1799000000,1738000000,1756000000,1988900000,1694400000,1968900000,2000500000,1909900000,2070700000,2028900000,2015500000,1982500000,1873400000,1680100000,1620200000,1619200000,1402200000,1330100000,1323900000,1153400000,678200000,704300000,779400000,814400000,811500000,815700000,837000000,853300000,992200000,1083600000,577800000,575900000
LongTermDebtAndCapitalLeaseObligation,61356000000,30738000000,31925000000,31653000000,33169000000,34416000000,34757000000,34779000000,33847000000,33836000000,35571000000,48164000000,50529000000,36281000000,35955000000,36044000000,36168000000,35733000000,32429000000,33652000000,28935000000,31831000000,32666000000,34503000000,34191000000,36330000000,31398000000,30437000000,30457000000,27824000000,28818000000,29079000000,26729000000,29370000000,31541000000,31666000000,32267000000,27649000000,30462000000,31812000000,31532000000,31481000000,31036000000,31083000000,30868000000,33543000000,34931000000,35399000000,35723000000,35308000000,38410000000,39010000000,37765000000,38281000000,43193000000,39245000000,38893000000,27834000000,7963000000,7152000000,7246000000,8143000000,7314000000,6041000000,5777000000,4771000000,5546000000,5561000000,5450000000,6508000000,6347000000,5414000000,5517000000,6432000000,7279000000,7956000000,6765000000,7144000000,5755000000,6439000000,6710000000,3713000000,3140000000,3118000000,3072000000,2580000000,2609000000,2087000000,2367000000,1888000000,1123000000,1257000000,1266000000,524000000,525000000,525000000,530000000,525000000,527000000,528000000,724000000,729000000,1123000000,729000000,731000000,732000000,687000000,553000000,583000000,584000000,833000000,358200000,611200000,609900000,604200000,586300000,570200000,570100000,570500000,572900000,574400000,573600000,571300000,591600000,581000000,579800000,396600000,148900000,157200000,177200000,193300000,189900000,181800000,189600000,190600000,226900000,248900000,285400000,323500000
LongTermDebt,61356000000,30738000000,31925000000,31653000000,33169000000,34416000000,34757000000,34779000000,33847000000,33836000000,35571000000,48164000000,50529000000,36281000000,35955000000,36044000000,36168000000,35733000000,32429000000,33652000000,28935000000,31831000000,32666000000,34503000000,34191000000,36330000000,31398000000,30437000000,30457000000,27824000000,28818000000,29079000000,26729000000,29370000000,31541000000,31666000000,32267000000,27649000000,30462000000,31812000000,31532000000,31481000000,31036000000,31083000000,30868000000,33543000000,34931000000,35399000000,35723000000,35308000000,38410000000,39010000000,37765000000,38281000000,43193000000,39245000000,38893000000,27834000000,7963000000,7152000000,7246000000,8143000000,7314000000,6041000000,5777000000,4771000000,5546000000,5561000000,5450000000,6508000000,6347000000,5414000000,5517000000,6432000000,7279000000,7956000000,6765000000,7144000000,5755000000,6439000000,6710000000,3713000000,3140000000,3118000000,3072000000,2580000000,2609000000,2087000000,2367000000,1888000000,1123000000,1257000000,1266000000,524000000,525000000,525000000,530000000,525000000,527000000,528000000,724000000,729000000,1123000000,729000000,731000000,732000000,687000000,553000000,583000000,584000000,833000000,358200000,611200000,609900000,604200000,586300000,570200000,570100000,570500000,572900000,574400000,573600000,571300000,591600000,581000000,579800000,396600000,148900000,157200000,177200000,193300000,189900000,181800000,189600000,190600000,226900000,248900000,285400000,323500000
NonCurrentDeferredLiabilities,1232000000,1067000000,1023000000,616000000,558000000,655000000,349000000,328000000,4161000000,4355000000,4063000000,4542000000,5409000000,5268000000,5578000000,6724000000,3180000000,3591000000,3700000000,5512000000,5743000000,5967000000,3900000000,30411000000,30879000000,30857000000,30753000000,31687000000,28300000000,26547000000,26877000000,28654000000,24659000000,24474000000,24981000000,26320000000,26309000000,25923000000,25590000000,22432000000,22338000000,22445000000,21593000000,19133000000,18487000000,19739000000,19597000000,20415000000,20072000000,19414000000,18648000000,16940000000,17344000000,17460000000,17839000000,2419000000,2356000000,2849000000,2959000000,5824000000,5885000000,7441000000,7696000000,7544000000,7602000000,7363000000,8015000000,8838000000,10369000000,10337000000,10240000000,10780000000,11479000000,12737000000,12632000000,11962000000,12767000000,13053000000,13238000000,14880000000,15933000000,1186000000,364000000,410000000,355000000,376000000,452000000,433000000,635000000,602000000,380000000,578000000,533000000,398000000,301000000,272000000,185000000,164000000,197000000,441000000,98000000,153000000,156000000,278000000,263000000,294000000,253000000,163000000,157000000,186000000,166100000,249700000,254300000,298300000,211700000,257500000,239200000,230600000,189400000,50900000,652000000,140800000,146900000,30400000,289600000,283400000,284800000,335300000,331000000,354000000,351800000,457600000,323200000,319200000,311600000,312700000,317700000,203600000,170000000
